1.89638	4195	4263
1.95066	4263	4330
1.95695	4330	4396
1.96325	4396	4461
2.01753	4461	4525
2.02382	4525	4588
2.03012	4588	4650
2.03641	4650	4711
2.08755	4711	4771
2.09384	4771	4831
2.10013	4831	4890
2.10643	4890	4948
2.16394	4948	4288
2.16709	4288	3752
2.17023	3752	3216
2.17338	3216	2827
2.17653	2827	2461
2.17967	2461	1876
2.2246	1876	1608
2.23081	1608	1876
2.23081	1876	2029
2.29462	2029	2170
2.36149	2170	2302
2.36778	2302	2426
2.4315	2426	2544
2.4378	2544	2656
2.50152	2656	2764
2.50781	2764	2867
2.57154	2867	2967
2.57783	2967	3063
2.63841	3063	3156
2.6447	3156	3247
2.70527	3247	3335
2.71157	3335	3421
2.71786	3421	3504
2.77529	3504	3585
2.78158	3585	3665
2.78788	3665	3743
2.84531	3743	3819
2.8516	3819	3894
2.85789	3894	3967
2.91532	3967	4039
2.92162	4039	4110
2.92791	4110	4179
2.98219	4179	4247
2.98849	4247	4314
2.99478	4314	4380
3.04906	4380	4445
3.05535	4445	4509
3.06165	4509	4572
3.06794	4572	4634
3.11908	4634	4695
3.12537	4695	4756
3.13166	4756	4816
3.13796	4816	4875
3.18909	4875	4933
3.20177	4933	4288
3.20491	4288	3752
3.20806	3752	3216
3.21121	3216	2827
3.25605	2827	2461
3.25919	2461	1876
3.26243	1876	1608
3.26863	1608	1876
3.26863	1876	2029
3.33244	2029	2170
3.39931	2170	2302
3.40561	2302	2426
3.46933	2426	2544
3.47562	2544	2656
3.53934	2656	2764
3.54564	2764	2867
3.60936	2867	2967
3.61565	2967	3063
3.67623	3063	3156
3.68252	3156	3247
3.7431	3247	3335
3.74939	3335	3421
3.75569	3421	3504
3.81311	3504	3585
3.81941	3585	3665
3.8257	3665	3743
3.88313	3743	3819
3.88942	3819	3894
3.89572	3894	3967
3.95315	3967	4039
3.95944	4039	4110
3.96573	4110	4179
4.02002	4179	4247
4.02631	4247	4314
4.0326	4314	4380
4.08689	4380	4445
4.09318	4445	4509
4.09947	4509	4572
4.10577	4572	4634
4.1569	4634	4695
4.16319	4695	4756
4.16949	4756	4816
4.17578	4816	4875
4.22692	4875	4933
4.23321	4933	4991
4.2395	4991	5048
4.2458	5048	5104
4.29379	5104	5160
4.30008	5160	5215
4.30637	5215	5270
4.31267	5270	5324
4.36066	5324	5377
4.36695	5377	5430
4.37324	5430	5482
4.37954	5482	5534
4.42753	5534	5585
4.43382	5585	5636
4.44011	5636	5686
4.44641	5686	5736
4.4527	5736	5786
4.49754	5786	5835
4.50383	5835	5884
4.51013	5884	5932
4.51642	5932	5980
4.52271	5980	6028
4.56756	6028	6075
4.57385	6075	6122
4.58014	6122	6168
4.58644	6168	6214
4.59273	6214	6260
4.63443	6260	6305
4.64072	6305	6350
4.64701	6350	6395
4.65331	6395	6439
4.6596	6439	6483
4.7013	6483	6527
4.70759	6527	6571
4.71388	6571	6614
4.72018	6614	6657
4.72647	6657	6700
4.73276	6700	6742
4.77131	6742	6784
4.77761	6784	6826
4.7839	6826	6868
4.79019	6868	6909
4.79649	6909	6950
4.80278	6950	6991
4.84133	6991	7032
4.84762	7032	7072
4.85391	7072	7112
4.86021	7112	7152
4.8665	7152	7192
4.87279	7192	7231
4.9082	7231	7270
4.91449	7270	7309
4.92078	7309	7348
4.92708	7348	7387
4.93337	7387	7425
4.93966	7425	7463
4.97507	7463	7501
4.98136	7501	7539
4.98765	7539	7577
4.99395	7577	7614
5.00024	7614	7651
5.00653	7651	7688
5.04194	7688	7725
5.04823	7725	7762
5.05452	7762	7799
5.06082	7799	7835
5.06711	7835	7871
5.0734	7871	7907
5.0797	7907	7943
5.11195	7943	7979
5.11825	7979	8015
5.12454	8015	8050
5.13083	8050	8085
5.13713	8085	8120
5.14342	8120	8155
5.14971	8155	8190
5.18197	8190	8225
5.18826	8225	8259
5.19455	8259	8293
5.21037	8293	1848
5.21352	1848	1312
5.21667	1312	1072
5.21745	1072	1016
5.27724	1016	1072
5.27724	1072	1340
